company;Contacté;Notes;website_url;activity_sector;attributed_sale;status
Zapa;;;https://www.zapa.fr/;Other;;
Galeries Lafayette Super Recruteur;;;https://www.hellowork.com/fr-fr/entreprises/galeries-lafayette-32108/metier_acheteur.html;Recruitment;;
Akalis;;;https://www.akalis.fr/;Formation/Education;;
Spartner;;;https://www.spartner-agency.com/en/spartner-the-experts-of-human-logistic-for-sports-professionals-amateurs-and-sporting-events/;Formation/Education;;
Jacadi Alternance;;;https://www.jacadi.fr/recrutement;Recruitment;;
Brand Sisters (Tara Jarmon - Zapa);;;https://fr.fashionnetwork.com/news/Vanessa-bruno-brand-sisters-est-entre-au-capital,1515989.html;Formation/Education;;
Extia Stage;;;https://www.extia-group.com/join-us;Recruitment;;
Armonia Super Recruteur;;;https://www.hellowork.com/fr-fr/entreprises/groupe-armonia-63699.html;Recruitment;;
Idex;;;https://www.idex.fr/en;Other;;
Idex Assistante D'Exploitation;;;https://www.hellowork.com/fr-fr/entreprises/idex-10570/metier_assistant-d-exploitation.html;Recruitment;;
Adequat;;;https://www.lejobadequat.com/;Other;;
Vente-Unique.Com;;;https://www.vente-unique.com/;Other;;
Histoire D'Or;;;https://www.histoiredor.com/fr_FR;Other;;
Shiseido;;;https://www.shiseido.com/;Other;;
Stages Alternant;;;https://www.inseec.com/faq/alternance-ou-stage-que-choisir/;Formation/Education;;
Le Bon Marché;;;https://www.lebonmarche.com/;Other;;
Richemont;;;https://www.richemont.com/;Other;;
Hsh Group;;;https://www.hshgroup.com/;Other;;
Publicis Groupe;;;https://www.publicisgroupe.com/fr/splash;Other;;
Kering Saint Laurent;;;https://www.kering.com/fr/maisons/couture-et-maroquinerie/saint-laurent/;Recruitment;;
Docali;;;https://docali.fr/;Recruitment;;
Slash Intérim;;;https://www.slash-interim.com/;Recruitment;;
Talent Unis;;;https://www.talents-unis.com/;Other;;
La Marine Nationale;;;https://www.defense.gouv.fr/marine;Other;;
Ciamt;;;https://www.ciamt.org/;Other;;
Fondation Oeuvre De La Croix Saint-Simon;;;https://www.croix-saint-simon.org/;Formation/Education;;
Ris Intérim;;;https://ris-interim.fr/;Recruitment;;
Okgrowth;;;https://www.hellowork.com/fr-fr/entreprises/okgrowth-156453.html;Recruitment;;
Helmett Assurances;;;https://www.helmett.fr/;Other;;
Green Energy Service;;;https://www.greenenergyservice.fr/;Recruitment;;
Accueil Et Assistant Administratif;;;https://www.fagerh.fr/formations-qualifiantes/employe-administratif-et-daccueil-employee-administrative-et-daccueil-eaa;Formation/Education;;
Volfoni;;;https://www.volfoni.fr/;Other;;
Crédit Agricole D'Ile De France;;;https://www.credit-agricole.fr/ca-paris/particulier.html;Other;;
Engie Solutions;;;https://www.engie-solutions.com/fr;Other;;
Systra;;;https://www.systra.com/en/;Other;;
April;;;https://www.april.fr/;Formation/Education;;
Fédération Française Du Bâtiment;;;https://www.ffbatiment.fr/;Formation/Education;;
Spera Recrutement;;;https://spera-recrutement.fr/;Recruitment;;
Netcom Group;;;https://www.netcom-group.fr/;Other;;
Pierre Et Vacances;;;https://www.pierreetvacances.com/;Other;;
Aura;;;https://www.larousse.fr/dictionnaires/francais/aura/6481;Other;;
Lenovo;;;https://www.lenovo.com/fr/fr/;Formation/Education;;
Jump Alternance;;;https://www.welcometothejungle.com/fr/companies/jump-2/jobs;Recruitment;;
Wehost;;;https://www.wehost.fr/;Other;;
Start People Super Recruteur;;;https://www.startpeople.fr/;Recruitment;;
Inthy;;;https://inthy.com/en/inthy-en/;Recruitment;;
Cartesio Human Matching;;;https://www.cartesio.fr/;Other;;
Scalian Super Recruteur;;;https://www.hellowork.com/fr-fr/entreprises/scalian-75212/ville_paris-75000.html;Recruitment;;
Cbre;;;https://www.cbre.com/;Other;;
Candidate First;;;https://fr.linkedin.com/company/candidat-first;Recruitment;;
Implid;;;https://www.implid.com/;Recruitment;;
Groupe Pasteur Mutualité;;;https://www.gpm.fr/;Other;;
Kouros Formation;;;https://kouros.fr/;Formation/Education;;
Fullsix;;;https://betcfullsix.com/;Other;;
Facilitis Recrutement;;;https://www.google.com;Recruitment;;
Maïki Super Recruteur;;;https://www.maiki.fr/;Recruitment;;
Studio Mainardi;;;https://www.studioamainardi.com/;Formation/Education;;
Chantal Baudron;;;https://www.chantalbaudron.fr/en/;Other;;
Power Conseils;;;https://powerconseils.fr/;Other;;
Thales Elancourt;;;https://www.thalesgroup.com/en;Other;;
Mbs Education;;;https://mbs-paris13.com/;Formation/Education;;
Groupe Pichet;;;https://corporate.pichet.fr/;Other;;
Hénéo;;;https://www.heneo.fr/;Other;;
Nrj Group;;;https://www.nrjgroup.fr/en/;Other;;
Igefi Paris;;;https://www.igefi.net/campus/paris;Formation/Education;;
Jobs;;;https://www.jobsinparis.fr/;Recruitment;;
Renfort Service;;;https://www.renfort-service.com/;Other;;
Systea Energie;;;https://fr.linkedin.com/in/systea-energie;Recruitment;;
Club Med;;;https://www.clubmed.fr/;Other;;
Ihl Group;;;https://www.ihl.fr/;Recruitment;;
Ngr;;;https://www.ngr.fr/;Other;;
Wivetix Services;;;https://fr.linkedin.com/company/wivetix-services;Formation/Education;;
Institut Supérieur Cloriviere;;;https://www.cloriviere.paris/;Formation/Education;;
Yellowe;;;https://www.yellowe.fr/;Formation/Education;;
Allo Medic Assistance;;;https://www.allo-medic.com/;Recruitment;;
Bershka;;;https://www.bershka.com/;Other;;
Lancel Sogedi;;;https://lancel.com/;Other;;
Carrefour Banque;;;https://www.carrefour-banque.fr/;Other;;
Fédération Cami Sport Et Cancer;;;https://sportetcancer.com/;Formation/Education;;
Cpms;;;https://www.cpms.fr/;Other;;
Derichebourg Multiservices;;;https://www.derichebourg-multiservices.com/fr;Other;;
Aster Consulting;;;https://www.asterconsulting.fr/;Other;;
Foodchéri;;;https://www.foodcheri.com/;Formation/Education;;
Médiamétrie;;;https://www.mediametrie.fr/fr;Other;;
Agence Française De Développement;;;https://www.afd.fr/fr;Formation/Education;;
Ap-Hp;;;https://www.aphp.fr/;Other;;
France Télévision;;;https://www.france.tv/;Other;;
Alternance;;;https://alternance.emploi.gouv.fr/;Formation/Education;;
Assistant De Direction;;;https://www.onisep.fr/ressources/univers-metier/metiers/assistant-assistante-de-direction;Recruitment;;
Synergie Super Recruteur;;;https://www.hellowork.com/fr-fr/entreprises/synergie-11944.html;Recruitment;;
Profila;;;https://www.profila.fr/;Recruitment;;
Taylor Made Recrutement;;;https://taylormaderecrutement.com/;Recruitment;;
Syndex;;;https://www.syndex.fr/;Formation/Education;;
Conquisitor;;;https://conquisitor.fr/;Recruitment;;
Talent Finder;;;http://www.talentfinderconsulting.fr/;Recruitment;;
Office Manager;;;https://www.cegos.fr/ressources/mag/fiches-metiers/les-metiers-de-l-assistanat/fiche-metier-office-manager;Formation/Education;;
Libellio;;;http://lelibellio.com/;Other;;
Voluntae;;;https://www.voluntae.fr/;Recruitment;;
Talis Business School - Paris;;;https://www.talis.community/campus/paris/;Formation/Education;;
Hippopotamus;;;https://www.hippopotamus.fr/;Other;;
Ecole Internationale Tunon;;;https://www.ecole-tunon.com/;Formation/Education;;
This Company;;;https://this.co/;Other;;
Arpège;;;https://www.alain-passard.com/;Formation/Education;;
La Casa De Las Carcasas;;;https://lacasadelascarcasas.es/;Recruitment;;
Grdf;;;https://www.grdf.fr/;Other;;
Palo Verde;;;https://en.wikipedia.org/wiki/Palo_Verde_Nuclear_Generating_Station;Other;;
Easy Service Informatique;;;https://www.easyserviceinformatique.com/;Other;;
Sodiaal Union;;;https://sodiaal.coop/en/;Other;;
Capital Ressources;;;https://www.capitalressources.com/;Recruitment;;
Ppg;;;https://www.ppg.com/;Formation/Education;;
Neovity;;;https://neovity.fr/;Recruitment;;
Kereis France;;;https://www.kereisfrance.com/;Other;;
Smabtp;;;https://www.smabtp.fr/sma/assurance/;Other;;
Anjac Health & Beauty;;;https://www.anjac.com/en/;Other;;
Aema Groupe;;;https://www.aemagroupe.fr/;Other;;
Macif;;;https://www.macif.fr/;Recruitment;;
Tecnizy-Gcat Group;;;https://tecnizy.com/en/;Other;;
Groupe Zephyr;;;https://groupe-zephyr.fr/;Formation/Education;;
Cramif - Caisse Régionale Assurance Maladie D'Ile De France;;;https://www.cramif.fr/;Formation/Education;;
Editions Lefebvre Sarrut;;;https://www.lefebvre-sarrut.eu/;Formation/Education;;
Lvmh Holdings;;;https://en.wikipedia.org/wiki/LVMH#:~:text=In%20addition%20to%20Louis%20Vuitton,%2C%20TAG%20Heuer%2C%20and%20Bulgari.;Other;;
Lemonway;;;https://www.lemonway.com/en/;Other;;
Devoteam;;;https://www.devoteam.com/;Other;;
Airsup Formation Qualifiante;;;https://www.airsup.fr/;Formation/Education;;
Pierre Hermé;;;https://www.pierreherme.com/;Other;;
Groupe Beaumarly;;;https://beaumarly.com/;Other;;
Leroy Merlin;;;https://www.leroymerlin.fr/;Formation/Education;;
Penelope Welcome;;;https://penelope-welcome.fr/;Recruitment;;
Côme;;;https://fr.wikipedia.org/wiki/C%C3%B4me;Other;;
Unijus;;;https://unijus.org/;Other;;
Callentis;;;https://www.callentis.fr/;Other;;
Talentis Unis;;;https://www.talents-unis.com/;Recruitment;;
Valeo Stage;;;https://www.valeo.com/en/find-a-job-or-internship/;Recruitment;;
Oz Garden Pour Flamant;;;https://www.ozgardenparis.com/;Other;;
Hyde Recruit;;;https://hyderecruit.fr/;Other;;
Manda Office - It Manager;;;https://www.welcometothejungle.com/fr/companies/manda/jobs/office-it-manager-h-f_paris;Recruitment;;
Vestiaire Collective;;;https://fr.vestiairecollective.com/;Other;;
Skello;;;https://www.skello.io/;Other;;
Swan;;;https://www.swan.io/;Other;;
Doctrine Assistant;;;https://appsource.microsoft.com/en-us/product/office/WA200006028?tab=DetailsAndSupport;Recruitment;;
Hesperie Conseil;;;https://www.hesperie-conseil.fr/;Other;;
Voodoo;;;https://www.voodoo.io/;Other;;
Bam Karaoke Box;;;https://fr.bam-karaokebox.com/;Other;;
Chanel Alternance;;;https://www.chanel.com/fr/carrieres/;Recruitment;;
Chanel Stage;;;https://www.chanel.com/fr/carrieres/;Recruitment;;
Groupm Landor & Fitch;;;https://www.welcometothejungle.com/fr/companies/groupm/jobs/landor-fitch-temps-partiel-office-manager-rh-f-h_paris;Recruitment;;
Kowffice;;;https://volum.co/;Other;;
Driiveme;;;https://www.driiveme.com/;Other;;
Flatlooker;;;https://www.manda.fr/;Other;;
Silvr;;;https://www.silvr.co/;Other;;
Next Step Career Network;;;https://www.next-step4u.com/en/;Recruitment;;
Bulgari S.P.A;;;https://www.bulgarihotels.com/fr_FR/paris/spa-and-fitness;Other;;
Hesperie Conseil Moa Summit;;;https://www.hesperie-conseil.fr/nos-recrutements;Recruitment;;
Hesperie Conseil Business Analyst;;;https://www.google.com;Recruitment;;
Rivp Super Recruteur;;;https://www.google.com;Recruitment;;
3F Assistant Technique;;;https://www.google.com;Recruitment;;
Steeple Account Executive;;;https://www.google.com;Recruitment;;
Co-Efficience;;;https://www.google.com;Other;;
Team Expert Assistant;;;https://www.google.com;Recruitment;;
Ab Prod;;;https://www.google.com;Other;;
Anaïk;;;https://www.google.com;Other;;
Sisley;;;https://www.google.com;Other;;
Lvmh Fragrance Brands;;;https://www.google.com;Other;;
Trapil;;;https://www.google.com;Other;;
Enrjia;;;https://www.google.com;Other;;
Cosfibel | Packaging & Gift;;;https://www.google.com;Other;;
Hyatt Hotels;;;https://www.google.com;Other;;
Plissonneau;;;https://www.google.com;Other;;
Emerson Audit & Conseil;;;https://www.google.com;Other;;
L'Ecole Des Arts Joailliers - H/F;;;https://www.google.com;Formation/Education;;
Groupe Heracles Sûreté Sécurité H2S;;;https://www.google.com;Formation/Education;;
Groupe Crédit Agricole;;;https://www.google.com;Other;;
As Emploi;;;https://www.google.com;Other;;
Ecleepse;;;https://www.google.com;Other;;
Systeme U;;;https://www.google.com;Other;;
Ltd Orly;;;https://www.google.com;Recruitment;;
Isifa Plus Values Cfa;;;https://www.google.com;Formation/Education;;
Cabinet Mozaik Rh;;;https://www.google.com;Recruitment;;
Fournier Groupe;;;https://www.google.com;Other;;
May Partners Conseil;;;https://www.google.com;Recruitment;;
Nhc Émerainville;;;https://www.google.com;Other;;
Eurofeu Combs-La-Ville;;;https://www.google.com;Recruitment;;
Hipanema;;;https://www.google.com;Other;;
Manergy;;;https://www.google.com;Other;;
Kariera.Fr;;;https://www.google.com;Recruitment;;
Scutum France;;;https://www.google.com;Other;;
Abk Trade;;;https://www.google.com;Other;;
Lhh Montigny-Le-Bretonneux;;;https://www.google.com;Recruitment;;
Ixina France;;;https://www.google.com;Recruitment;;
Factorhy Avocats;;;https://www.google.com;Other;;
Blue Advisors;;;https://www.google.com;Recruitment;;
Vallée Sud Habitat;;;https://www.google.com;Recruitment;;
Kingfisher Plc;;;https://www.google.com;Other;;
Givenchy;;;https://www.google.com;Other;;
Quick Emploi Cdi & Intérim;;;https://www.google.com;Other;;
Amplhire;;;https://www.google.com;Other;;
Azira;;;https://www.google.com;Other;;
Oliverlist.Com;;;https://www.google.com;Other;;
Essenciel;;;https://www.google.com;Recruitment;;
Goldunion;;;https://www.google.com;Recruitment;;
Sportcarriere;;;https://www.google.com;Other;;
Celeste;;;https://www.google.com;Other;;
Oracle;;;https://www.google.com;Other;;
Mindday;;;https://www.google.com;Other;;
Tinqin;;;https://www.google.com;Other;;
Alenta;;;https://www.google.com;Recruitment;;
Celin;;;https://www.google.com;Other;;
Groupe Bon Marché;;;https://www.google.com;Recruitment;;
Undiz;;;https://www.google.com;Other;;
H&R Expert Recrutement;;;https://www.google.com;Recruitment;;
Ennismore;;;https://www.google.com;Other;;
Api Restauration;;;https://www.google.com;Recruitment;;
Cfe-Cgc;;;https://www.google.com;Other;;
La Gazette Des Communes;;;https://www.google.com;Formation/Education;;
Groupe Ima;;;https://www.google.com;Other;;
Opti-Cv;;;https://www.google.com;Recruitment;;
Groupe L'Occitane;;;https://www.google.com;Other;;
Mane;;;https://www.google.com;Other;;
Beiersdorf;;;https://www.google.com;Other;;
Taléis;;;https://www.google.com;Recruitment;;
Enerlis;;;https://www.google.com;Other;;
Groupe Morgan Services;;;https://www.google.com;Recruitment;;
Sony Music Entertainment;;;https://www.google.com;Other;;
Dpd France;;;https://www.google.com;Other;;
Groupe Apicil;;;https://www.google.com;Other;;
Ey;;;https://www.google.com;Other;;
Loewe;;;https://www.google.com;Other;;
Groupe Actual;;;https://www.google.com;Recruitment;;
Abalone France;;;https://www.google.com;Other;;
Gsf;;;https://www.google.com;Other;;
Alloga Gennevilliers;;;https://www.google.com;Other;;
Mercedes-Benz France;;;https://www.google.com;Other;;
Holding Textile Hermès;;;https://www.google.com;Other;;
Viaticus - Ecole Supérieure De Tourisme | Hospitality Management | Marketing Digital;;;https://www.google.com;Formation/Education;;
Twinset;;;https://www.google.com;Other;;
New Balance;;;https://www.google.com;Other;;
Holding Textile;;;https://www.google.com;Other;;
Aesop;;;https://www.google.com;Formation/Education;;
Tata Consultancy Services;;;https://www.google.com;Other;;
Symrise Ag;;;https://www.google.com;Recruitment;;
Groupe Les Echos-Le Parisien;;;https://www.google.com;Recruitment;;
Saint Laurent;;;https://www.google.com;Other;;
Nina Ricci;;;https://www.google.com;Other;;
Uniqlo;;;https://www.google.com;Other;;
Viseo;;;https://www.google.com;Other;;
Grandpalaisrmn;;;https://www.google.com;Other;;
Groupe Hospitalier Paul Guiraud;;;https://www.google.com;Recruitment;;
Universal Music Group;;;https://www.google.com;Other;;
Lefebvre Dalloz;;;https://www.google.com;Formation/Education;;
Kairnial;;;https://www.google.com;Other;;
Marine Nationale;;;https://www.google.com;Other;;
Bayard;;;https://www.google.com;Other;;
Glory;;;https://www.google.com;Other;;
Hugo Boss;;;https://www.google.com;Other;;
Randstad Professionals;;;https://www.google.com;Recruitment;;
Juvisé Pharmaceuticals;;;https://www.google.com;Other;;
Collabkey;;;https://www.google.com;Other;;
Teads;;;https://www.google.com;Other;;
Infotree Global Solutions;;;https://www.google.com;Recruitment;;
Viamedis;;;https://www.google.com;Other;;
Ecocea Technologies;;;https://www.google.com;Recruitment;;
7Experts;;;https://www.google.com;Other;;
Deepnature;;;https://www.google.com;Other;;
Groupe Nge;;;https://www.google.com;Other;;
Sncf Cadres;;;https://www.google.com;Recruitment;;
Logis Hotels;;;https://www.google.com;Other;;
L'Opcommerce;;;https://www.google.com;Formation/Education;;
Bymycar;;;https://www.google.com;Other;;
Babilou;;;https://www.google.com;Formation/Education;;
Ratp Dev - France Suisse;;;https://www.google.com;Other;;
Issy-Les-Moulineaux;;;https://www.google.com;Formation/Education;;
Sipartech;;;https://www.google.com;Other;;
Elho News;;;https://www.google.com;Other;;
Direction Des Systèmes D'Informations France;;;https://www.google.com;Formation/Education;;
Groupe Cat;;;https://www.google.com;Other;;
Tf1;;;https://www.google.com;Other;;
Snow Group;;;https://www.google.com;Other;;
Upercut;;;https://www.google.com;Other;;
Collins Aerospace;;;https://www.google.com;Other;;
Paris Musées;;;https://www.google.com;Other;;
Hana Group;;;https://www.google.com;Other;;
Deleev;;;https://www.google.com;Other;;
Cnes - Centre National D'Etudes Spatiales;;;https://www.google.com;Other;;
Lidl France;;;https://www.google.com;Other;;
Sneci;;;https://www.google.com;Formation/Education;;
Procemo;;;https://www.google.com;Other;;
Amelia;;;https://www.google.com;Other;;
Sncf Connect & Tech;;;https://www.google.com;Recruitment;;
Groupe Pochet;;;https://www.google.com;Other;;
Ipsilon;;;https://www.google.com;Other;;
Safigec;;;https://www.google.com;Other;;
H2A;;;https://www.google.com;Formation/Education;;
Pi Life Sciences;;;https://pilifesciences.com/;Other;;
Belgatech;;;https://belgatech-engineering.com/;Recruitment;;
Groupe Agrica;;;http://www.groupagrica.com/;Recruitment;;
Caf De Paris;;;https://www.caf.fr/allocataires/caf-de-paris/nous-contacter/points-d-accueil-de-votre-caf;Other;;
L'Essor;;;https://www.lessor.asso.fr/;Other;;
Ks Groupe;;;https://ksgroupe.fr/;Recruitment;;
Groupe Sos Jeunesse;;;https://www.groupe-sos.org/groupe-sos-jeunesse/;Formation/Education;;
Urssaf Ile-De-France;;;https://iledefrance.urssaf.fr/;Recruitment;;
Geist;;;https://en.wikipedia.org/wiki/Geist;Other;;
Emmaüs Habitat Sa D'Hlm;;;https://www.emmaus-habitat.fr/;Other;;
Reflectiv Windows Film;;;https://www.reflectiv.com/en/14-decoration-range;Other;;
Société Guilleux Conseil;;;https://annuaire-entreprises.data.gouv.fr/entreprise/societe-guilleux-conseil-803135953#:~:text=La%20soci%C3%A9t%C3%A9%20SOCIETE%20GUILLEUX%20CONSEIL,cat%C3%A9goris%C3%A9e%20Petite%20ou%20Moyenne%20Entreprise.;Recruitment;;
